tweet,subjectivity,ts,actual
The FIFA World Cup next year will be a televised massacre at this rate. Pre 2021 few heart issues. Even covid didn't fell them in 2020. Probably a glitch.,subjective,y,subjective
 @mento_24  @PrrPatricia  @ESPNFC No those were the votes for the 2020 fifa's best,subjective,y,subjective
" @blackBarry__  @ESPNFC Lwkmd. This werey keeps deceiving his fans. That's how he publicly told Lewandowski that he deserved the 2020 Ballon Dor but voted him last in FIFA best behind Naymer and Mbappe. Devilish hypocrite. Anyway, Tuchel is still cooking?",subjective,y,subjective
PELAYO played F1 2020 (PS4) and FIFA 22 (PS4) in the last 24 hours  https://t.co/3oxmGJrwBR #exophase,objective,y,objective
[FIFA Rankings update] This thread will include all FIFA rankings update from AFF Suzuki Cup 2020  #FIFARankings #AFFSuzukiCup2020 #AFFSuzukiCup,objective,y,objective
"FIFA president, Mr Gianni Infantino, had the honour of officially opening the AFF Suzuki Cup 2020!  https://t.co/CldlnF3UGP",objective,y,objective
 @memee_dank  @culeszn  @FCBHoria10  @Prime_CR7  @CaptBavaria  @francefootball Yeah 19/2020 when Messi won the fifa best they said Messi got 6 fifa best award .. and they posted this dah too,subjective,y,subjective
 @ChrisJohnsonMD  @JT375043170  @JSAHolmes  @MaureenStroud  @bigmack600  @mcfunny  @pawley_robert  @cappsie  @frugalsues  @nancy41603  @MdRisette  @Chris_F_Carson  @TierraHenson  @andylumm  @lochard24  @barryjohnreid21  @NextGenRed  @RTheatheist  @johnnyutah66623  @BioVision,subjective,y,subjective
" @samkerr1 Your gonna win FIFA's ""the best"" award for the same reasons, Lucy Bronze won in 2020: The player who wins is where FIFA's commercial interests lie. Pernille Harder has been screwed over so many times.  Your a world class player contrary to Lucy",subjective,y,subjective
" @CFCMM19  @emmahayes1  @ChelseaFCW Make sure that your journalist friends in America vote for Sam Kerr and FIFA's the Best 2021. You wouldn't dare screw Sam Kerr over, the way you screwed Pernille Harder over in 2020.",subjective,y,subjective
 @PratikP62717341  @LeoMasum1  @MrFilipeOrlando THE BEST FIFA FOOTBALL AWARDS' 2021 RULES OF ALLOCATION Art. 2. The awards are given to the best players in each position (see articles 6 to 8 below) based on their  performances during the period from 8 Octo,objective,y,objective
" @goal This guys penalty is dreaded. World wide. No keeper wants this guy face to face . Uefas Player of year 2020. Has Europe's golden boot award, World number 1 team poacher , FIFA World club , UCL, UEFA Super cup, Bundesliga, German Supercup. UCL curr",subjective,y,subjective
 @AnfieldWatch Even if it wasn't an irony we can all see that AFCON is a little tournament. During Euro 2020 there was no club match going on. What will cost fifa to stop European football for a month  to play AFCON?,subjective,y,subjective
Doing appear to be crimes do they. Noooo...   ??  They dunno. Bye. Punch out. Fifa and music.   Ill kill you if you want anytime. I wont get caught. If i do ill like.. do more killing. ??   I was normal march 2020 preparing for a family. WERE IN THIS TOGETHER PEOPLE. Speargu...,subjective,y,subjective
" @Royzain  @Azharmk16  @eli___k Dude you're being a bitch'I dare you to list the 6 trophies'Bayern won 4 major trophies in 2020/21 season..bundesliga, DFL super cup, fifa club World Cup and uefa super cup. Add the rest",subjective,y,subjective
"????Lewandowski in 2020 47 goals?? 64 g/a?? TOP Shooter 6 trophies Best for FIFA, UEFA, Globe Soccer Awards, Tuttosport and IFFHS??  ????RL9 in 2021  66 goals?? 76 g/a?? Golden Boot 2021?? 2 trophies Best for Tuttosport and IFFHS??  ROBBED Lewandowski?? #francefootball  #BallonDor  https://t.co/pKpQT7geyu",subjective,y,subjective
" @ESPNFC The biggest Hypocrite in football history.  Remind me again, How many life goats has he snapped with?  Lol Just as he said Lewandowsky should be given 2020 balon D'or after robbing him when in truth he didn't rate Lewy in his top 2 players of 2020",subjective,y,subjective
"????Lewandowski in 2020 47 goals?? 64 g/a?? TOP Shooter 6 trophies Best for FIFA, UEFA, Globe Soccer Awards, Tuttosport and IFFHS??  ????RL9 in 2021  66 goals?? 76 g/a?? Golden Boot 2021?? 2 trophies Best for Tuttosport and IFFHS??  ROBBED Ballon d'Or?? #francefootball  #BallonDor  https://t.co/O2L7hLQwpU",subjective,y,subjective
"????Lewandowski in 2020 47 goals?? 65 g/a?? 6 trophies?? The best scorer of all competitions Best for FIFA, UEFA, Globe Soccer Awards, Tuttosport and IFFHS??  ????RL9 in 2021  66 goals?? 76 g/a?? 2 trophies?? Golden Boot 2021?? Best for Tuttosport and IFFHS ??  ROBBED Ballon d'Or??  https://t.co/rp6ZEk7jXI",subjective,y,subjective
" @ChelseaFCW Yes, she's just so fantastic. Make sure Sam Kerr gets FIFA's award 2021 - she wont get screwed over the same way Pernille Harder was in 2020.",subjective,y,subjective
"HUGE result from both of the lads against top top players (including our biggest rival this year, Excel) to qualify for the eChampions League, the competition we won back in 2020! Easily best FIFA team in the world, insane players. Let's win another European Championship eh ??  https://t.co/dNKhooiws4",subjective,y,subjective
" @Javad_Music  @styxflows  @Strikerz_inc  @UFLgame ""eFootball fan"" I'm not. I'm a football fan. U r not. You are just a spammer. I play eFootball because i don't have money for FIFA. And i can't  cannot play football game for a year. And i don't want play pes",subjective,y,subjective
 @bardhooo  @iMiaSanMia At some point i'm with you but if bayern wins the CL this season while messi fails to win it with psg there's a good chance for lewa to win the Ballon D'Or 2022. 2018 no soul on this earth thought Lewa is going to win FIFA The ,subjective,y,subjective
Last 5 I played  Arc FIFA 22 F1 2020 The catch: carp and coarse fishing Cricket 19  Tagging  @mollsAFC  @LukeKempner  @SoozUK  @holliexharvey  @MGH,subjective,y,subjective
"Changing the game, according to  @LucyBronze (England and Manchester City Player) THE BEST FIFA WOMEN'S PLAYER OF YEAR 2020  https://t.co/xe3zavpUTO",objective,y,objective
 @patriqjr  @EverythingCR7_ Ronaldo was 2nd in fifa the best 2020 .kid cry,subjective,y,subjective
"Na bro that'd be charity. Lewandowski is bigger than that fraud award. He don't need no ballon Dor. He has Fifa the best from 2020. Since 2016, winner of that award always wins ballon Dor so we can assume he won it. Why need charity?",subjective,y,subjective
" @iMiaSanMia  @telefoot_TF1 Na bro that'd be charity. Lewandowski is bigger than that fraud award. He don't need no ballon Dor. He has Fifa the best from 2020. Since 2016, winner of that award always wins ballon Dor so we can assume he won it. Why need ",subjective,y,subjective
 @TrollFootball Lewandowski in 2021 76 g/a 66 goals 10 assists 10 winning goals 3 trophies 5 individual trophies The mens world best player by iffhs 2021 Golden player 2021 European Golden Shoe 2021 VDV Bundesliga Player of the Season 2021 Fifa Club world ,objective,y,objective
 @ankitsingh_7_11  @BuddyFifa_ Except in 2020 he didn't even vote for lewy to win FIFA's mens player award' such a hypocrite,subjective,y,subjective
'It doesn't get any better' - Arsenal face Chelsea in Women's FA Cu... (BBC Sport)  The Women's Super League's top two sides meet in the delayed 2020-21 FA Cup final as leaders...  Add your highlights:  https://t.co/HPLUHzkHm0  #FIFA #soccer,subjective,y,subjective
 @ESPNFC Lewandowski in 2021 76 g/a 66 goals 10 assists 10 winning goals 3 trophies 5 individual trophies The mens world best player by iffhs 2021 Golden player 2021 European Golden Shoe 2021 VDV Bundesliga Player of the Season 2021 Fifa Club world cup Gol,objective,y,objective
" @A_Design_Pro  @TimelineCR7 What this shows 2020 fifa best, what are you on. They weren't his teammates at that time. And ronaldo still voted messi second when he could've voted mbappe or someone else second. He voted lewandoskj because lewandoski deserved",subjective,y,subjective
 @Still_Korede  @goal  @lewy_official  @JeromeBoateng  @FCBayernEN Then what is it based on? Trophies? Jorginho won the UCL with Chelsea went ahead to win the EURO 2020. FIFA just love Messi,subjective,y,subjective
 @not_dgribbs How many football tournaments scheduled for 2020 were pushed to this year? Greed from FIFA   and  tv sponsors have pushed athletes to this point. Nothing to do w/ vaccines.,subjective,y,subjective
" @FutDope FIFA also did a big mistake by helding the award ceremony very late  The award""s criteria is from October 2020 to 7 august 2021  But the voting is currently going ok and receny bias would be a thing",subjective,y,subjective
 @MessixEra  @dingdogfinished  @TrollFootball Lewandowski in 2021 74 g/a 64 goals 10 assists 9 winning goals 3 trophies 5 individual trophies The mens world best player by iffhs 2021 Golden player 2021 European Golden Shoe 2021 VDV Bundesliga Player of the S,objective,y,objective
My God  @DiogoJota18 ?? Use the Fifa2020 play,subjective,y,subjective
"Hey  @ochocinco , I'm visiting Miami for the first time and since I beat you in FIFA 2020 I was wondering if you would offer a man a list of fine dining in south beach area. Thanks my dude",subjective,y,subjective
" @Kuribo4  @jumiebo  @DonCryptoDraper  @disclosetv ""Data can easily be falsified.""  Dude.  We just lived through the 2020 election.  Don't talk to me about data being easily falsified.  Ask FIFA about their coronary incidents this year, vs all years combined ",subjective,y,subjective
 @muddassirjourno Mf voted for neymar and mbappe ahead of Lewandowski for 2020 Fifa the best but in front of the camera he will claim lewa deserve the ballon d'or for 2020.,subjective,y,subjective
"FIFA World Player of the year (1991-2009) / FIFA Ballon d'Or (2010-2015) / The Best FIFA Men's Player (2016-)  Runner-up :  =1. Messi ' 6 (2007, 2008, 2013, 2014, 2016, 2017)  =1. Ronaldo '6 (2009, 2011, 2012, 2015, 2018, 2020)",objective,y,objective
 @flex_ly  @N58578253  @albiFCB7 Lewandowski in 2021 74 g/a 64 goals 10 assists 9 winning goals 3 trophies 5 individual trophies Golden player 2021 European Golden Shoe 2021 VDV Bundesliga Player of the Season 2021 Break the gerd muller record in the Bundesl,objective,y,objective
"Messi was unstoppable in 2020-2021 season and deserves the best fifa men's player award... No one was even close to him... Tell me more consistent player than messi last season , I'll wait .  https://t.co/1njochLAzU",subjective,y,subjective
"Winthorpe (Newark) referee, Coote was promoted to the SG1 in 2018/19 and then to the FIFA list in Jan 2020. He refereed us once in 2019/20, Leeds 1-0 West Brom. We lost all 3 of our previous 3 games, showing 1 red in each of the last 2 games..... #lufc",subjective,y,subjective
 @mvnnyfrrevks  @SUPERLM10_1 And I'm still talking about 2020's fifa the best so... hypocrisy?,subjective,y,subjective
 @didier99CBBBB  @breathMessi21 That will only count for next year's award. This year's FIFA the best is based on performances from October 2020 to 7 August 2021.,objective,y,objective
 @ronaldo_goat___ I want to know who ronaldo voted in Ballon d'or 2021and who will ronaldo vote  in Fifa the Best in 2021 In his career ronaldo voted for Messi only once and that was in 2020 Fifa the best in which year Messi won zero trophies and was no wh,subjective,y,subjective
" @unabgehangte  @ArtWendeley  @rosenbusch_ 'To find out how many deaths actually occurred during the last two decades among FIFA players (2001-2020), we used Wikipedia.' Beste Wissenschaft, solide Datenbasis",subjective,y,subjective
" @elPisto1ero  @JoshRM_  @crisrxno  @CristianoExtra Me too I m not gonna respect a Robber, Corrupting the Officials of France Football, Hormone Injecting, Liar, PR-Man,Look at the BrFootball,Goal, ESPN.He says Lewa deserve 2020 Balon D'or but didn't even vote",subjective,y,subjective
 @Gaviesque Saying Lewandowski deserved the 2020 edition of the BD = Lewandowski is the best player of the year.   Then why vote for Neymar at FIFA The best instead of Lewan? It's not like the polish slowed down between the BD and the FIFA voting lol ?,subjective,y,subjective
Signs of the Time: It Seems That FIFA Generated More Income from Video Gaming Than Football In'2020  https://t.co/AijYrxmSDC,objective,y,objective
" @18587562j  @breathMessi21 No because remember they didn't cancel fifa the best in 2020. Lewa wasn't robbed last year, and won't get any sympathy votes for the award. It's messis easily.",subjective,y,subjective
 @A_Design_Pro  @TimelineCR7 Fifa award is not called first half of 2020 award,objective,y,objective
 @lognostwin  @Septimodeoro  @Lionel30i  @GoalFrance Lets See. as Lewa already won the FIFA the best 2020 award. no sympathy vote this time. so Messi has edge.,subjective,y,subjective
" @swearimnotpaul Lmfao Lewy won every single fucking award in 2020, including the FIFA The Best, why didn't FIFA have a problem with him being a striker? ?? Lewandowski is not the problem, the problem is France Football, they have something against him o",subjective,y,subjective
 @Hardikc1998  @Lionel30i Lewa already won 2020 FIFA the Best. So no sympathy vote. FIFA the best Voters are different.,subjective,y,subjective
 @G_Samito Look at Neymar in 2020 for example: he won 2 trophies and played at CL final but he finished 9th in FIFA The Best. Winning CL is a MUST for Messi to win his 8th,subjective,y,subjective
i really used to play fifa everyday 2019/2020 wtf happened to me?,subjective,y,subjective
" @adithyabinoy707  @DiegoRipoll10  @Lionel30i True. anything is possible, but Messi has clear edge. even that Chinese Journalist (who vote for BDO) says, Messi has bigger chance to win FIFA the best. Lewa already won FIFA the best in 2020.   Lets See.",subjective,y,subjective
FIFA The Best pick performance from October 2020 to August 2021. I'm here waiting for them to discredit it when Messi wins it??,subjective,y,subjective
 @TheLocalHero7  @fromkingofkings I know. Fuck fifa for canceling 2020. ??????,subjective,y,subjective
" @breathMessi10 You people will just pick up phone and tweet without knowing anything, he attended the FIFA THE BEST award in 2020 alongside Messi and Lewa (virtual).",subjective,y,subjective
 @gasipo_opinions Imo voters won't take into account that every match from September onwards shouldn't matter. Fifa The Best will suffer from recency bias. After the uproar that was Lewa not getting his 2020 ballon d'or I feel like voters will pitty vote f,subjective,y,subjective
"Now, the third difference between the Ballon d'Or and the FIFA award is the date of performances taken into account.  Ballon d'Or is from January 2021 to October 2021, FIFA The Best is from October 2020 to August 2021.  https://t.co/mXE4DvrmpT",objective,y,objective
" @swearimnotpaul  @francefootball doesn't even have the decency to give him his 2020 Ballon d'Or, it's disgusting, thank God FIFA recognized Lewy like he deserved last year ??  https://t.co/KCj7JVGzVP",subjective,y,subjective
"Euro 2020 final disorder timeline  and  witness accounts (BBC Sport)  Ticketless fans were  'like a line of 6,000 zombies trying to get in '.One person  and q...  Add your highlights:  https://t.co/hReqh3mVnQ  #FIFA #soccer",objective,y,objective
 @LitSego How is saying one thing then doing the exact opposite not make one a hypocrite? What did Neymar do 2020 that made him deserve a fifa best?,subjective,y,subjective
3 FIFA Club World Cup 3 Premier League 1 FA Cup 2 Cummunity Shield 2 League Cup 1 Champions League 1 FIFA Club World Cup Supercopa de Italia 2018 Serie A 2018-2019 y 2019-20 Supercopa de Italia 2020 Coppa Italia 2020-21  https://t.co/BdncHtmx2G,objective,y,objective
The Best FIFA Men's Player Award Winners 1991 ''2020  https://t.co/kOrVhwZAYK,objective,y,objective
 @iDiskiTimes Fifa is another rogue unity but bafana wasn't ready Baxter ruined the 2020 project,subjective,y,subjective
its like gettinf Fifa 2022 and you havent i mean we have to START talking about 2019 2020 you know we IN 2021 you know,subjective,y,subjective
" @TmtmGtm22  @TimelineCR7 FIFA's best player award has nothing to do with the Ballon d'Or, so saying Lewandowski should have won the 2020 Ballon d'Or, doesn't affect how Messi voted for the FIFA's Best player. Lewandowski is not the best player in the world",subjective,y,subjective
 @ChelseaFC Fifa 2020 players,objective,y,objective
" @FASTLOVER9  @will_roddersLFC  @ioyta  @SkySports They did postpone the Euros in 2020. I did not agree to the Euros taking place this year during a Pandemic, but unfortunately money speaks as FIFA   and  UEFA do not care about the welfare of players. All they",subjective,y,subjective
" @CristianoXtra_ Uneducated Admin, This is 2020 FIFA The Best.  FACTOS ????",subjective,y,subjective
"Lionel Messi said Lewandowski deserves the Ballon d'Or 2020, and then look at how he voted for FIFA The Best 2020, while Cristiano Ronaldo gave Lewandowski his vote as he deserved.  One is considered humble and the other one ""arrogant"".  Factos  https://t.co/hhsWi0b575",subjective,y,subjective
FIFA Club World Cup in 2020 and he's won the CAF Super Cup: 2021.    I think he along with a select few others will potentially open doors for African coaches to compete at the world stage and highest levels. I have seen some good coaches working in Africa'..,subjective,y,subjective
"Li Tie was appointed as the China national head coach in January, 2020 and stepped over in December 2021. Records: 5 wins, 2 draws, 3 losses. Led China to advance to the 3rd round of FIFA World Cup qualifying (AFC).  https://t.co/BtLIxJhRup",objective,y,objective
My top 5 last games i played are  1  FIFA 2021 (PS4) 2 F1 2021 (PS4) 3 F1 Arcade (PS1) 4 Hamtaro HamHam Games (GBA) 5 F1 2020 (PS4)  I Challenge  @spin_scissor and  @DVTheDemon,subjective,y,subjective
